S.NO,YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NO OF VOTERS (MARGIN),VOTE %,TOTAL NO OF VOTE CASTED,,,,
8719,1996,Uttar Pradesh,Fatehpur,58,Mohd. Atique Khan Alias Kaloo,M,Independent,N/A,1141848,1141355,0,493,,,,
8720,1996,Uttar Pradesh,Fatehpur,58,Ram Prasad Saini,M,Adarash Lok Dal,N/A,1141848,1141326,0,522,,,,
8721,1996,Uttar Pradesh,Fatehpur,58,Jugraj,M,Independent,N/A,1141848,1141298,0,550,,,,
8722,1996,Uttar Pradesh,Fatehpur,58,Ramdutta,M,Independent,N/A,1141848,1141290,0,558,,,,
8723,1996,Uttar Pradesh,Fatehpur,58,Dayaram,M,Independent,N/A,1141848,1141241,0.1,607,,,,
8724,1996,Uttar Pradesh,Fatehpur,58,Shiv Kumar,M,Independent,N/A,1141848,1141016,0.1,832,,,,
8725,1996,Uttar Pradesh,Fatehpur,58,Ram Asare,M,Independent,N/A,1141848,1140938,0.1,910,,,,
8726,1996,Uttar Pradesh,Fatehpur,58,Jaglal,M,Independent,N/A,1141848,1140889,0.1,959,,,,
8727,1996,Uttar Pradesh,Fatehpur,58,Jagdish Narayan Sharma,M,Janata Party,N/A,1141848,1140804,0.1,1044,,,,
8728,1996,Uttar Pradesh,Fatehpur,58,Maqbool Akhtar,M,Independent,N/A,1141848,1140501,0.1,1347,,,,
8729,1996,Uttar Pradesh,Fatehpur,58,Harnam Singh,M,Independent,N/A,1141848,1140473,0.1,1375,,,,
8730,1996,Uttar Pradesh,Fatehpur,58,Jagpal Singh Solanki,M,Akhil Bhartiya Loktantra Party,N/A,1141848,1140310,0.1,1538,,,,
8731,1996,Uttar Pradesh,Fatehpur,58,Sallaudin Alias Nabban,M,All India Indira Congress (Tiwari),N/A,1141848,1140050,0.2,1798,,,,
8732,1996,Uttar Pradesh,Fatehpur,58,Santosh Kumar Nishad,M,Independent,N/A,1141848,1139888,0.2,1960,,,,
8733,1996,Uttar Pradesh,Fatehpur,58,Brahmdutta,M,Independent,N/A,1141848,1139320,0.2,2528,,,,
8734,1996,Uttar Pradesh,Fatehpur,58,Ramdutta Sonkar Vaidya,M,Independent,N/A,1141848,1139254,0.2,2594,,,,
8735,1996,Uttar Pradesh,Fatehpur,58,Dashrath Prajapati,M,Independent,N/A,1141848,1139218,0.2,2630,,,,
8736,1996,Uttar Pradesh,Fatehpur,58,Rajender Kumar Shukla,M,Independent,N/A,1141848,1138675,0.3,3173,,,,
8737,1996,Uttar Pradesh,Fatehpur,58,Shrikant,M,Independent,N/A,1141848,1138656,0.3,3192,,,,
8738,1996,Uttar Pradesh,Fatehpur,58,Rampyare Pandey,M,Indian National Congress,N/A,1141848,1133978,0.7,7870,,,,
8739,1996,Uttar Pradesh,Fatehpur,58,Narsingh Patel,M,Independent,N/A,1141848,1129211,1.1,12637,,,,
8740,1996,Uttar Pradesh,Fatehpur,58,Babbu Singh Patel,M,Apna Dal,N/A,1141848,1128578,1.2,13270,,,,
8741,1996,Uttar Pradesh,Fatehpur,58,Parvej Ali,M,Independent,N/A,1141848,1126874,1.3,14974,,,,
8742,1996,Uttar Pradesh,Fatehpur,58,Krishan Kumar Singh Urf Kakoo Singh,M,Janata Dal,N/A,1141848,1068347,6.4,73501,,,,
8743,1996,Uttar Pradesh,Fatehpur,58,Mahender Pratap Narayan Singh,M,Bharatiya Janata Party,N/A,1141848,1030279,9.8,111569,,,,
8744,1996,Uttar Pradesh,Fatehpur,58,Vishambhar Pratap Nishad,M,Bahujan Samaj Party,N/A,1141848,1006805,11.8,135043,,,,
8745,1996,Uttar Pradesh,Banda,59,Hira Singh,M,Independent,N/A,1112281,1112188,0,93,,,,
8746,1996,Uttar Pradesh,Banda,59,Hira Lal,M,Independent,N/A,1112281,1112132,0,149,,,,
8747,1996,Uttar Pradesh,Banda,59,Achchan Khan,M,Indian National League,N/A,1112281,1112101,0,180,,,,
8748,1996,Uttar Pradesh,Banda,59,Aditya Pratap,M,Independent,N/A,1112281,1112072,0,209,,,,
8749,1996,Uttar Pradesh,Banda,59,Om Prakash,M,Independent,N/A,1112281,1112042,0,239,,,,
8750,1996,Uttar Pradesh,Banda,59,Sobhash Chandra Srivastava @ Anand Raja,M,Independent,N/A,1112281,1111999,0,282,,,,
8751,1996,Uttar Pradesh,Banda,59,Phool Chander,M,Independent,N/A,1112281,1111985,0,296,,,,
8752,1996,Uttar Pradesh,Banda,59,Brijbilas,M,Bahujan Kranti Dal (Jai),N/A,1112281,1111965,0,316,,,,
8753,1996,Uttar Pradesh,Banda,59,Ram Kishore Singh,M,Independent,N/A,1112281,1111933,0,348,,,,
8754,1996,Uttar Pradesh,Banda,59,Bindaprasad,M,Independent,N/A,1112281,1111909,0,372,,,,
8755,1996,Uttar Pradesh,Banda,59,Ratan Singh,M,Independent,N/A,1112281,1111893,0,388,,,,
8756,1996,Uttar Pradesh,Banda,59,Ram Avtar,M,Independent,N/A,1112281,1111888,0,393,,,,
8757,1996,Uttar Pradesh,Banda,59,Swami Deen,M,Independent,N/A,1112281,1111875,0,406,,,,
8758,1996,Uttar Pradesh,Banda,59,Brijbihari,M,Independent,N/A,1112281,1111875,0,406,,,,
8759,1996,Uttar Pradesh,Banda,59,Shri Vishal,M,Independent,N/A,1112281,1111874,0,407,,,,
8760,1996,Uttar Pradesh,Banda,59,Abhilash Singh,M,Independent,N/A,1112281,1111872,0,409,,,,
8761,1996,Uttar Pradesh,Banda,59,Ram Bali,M,Independent,N/A,1112281,1111862,0,419,,,,
8762,1996,Uttar Pradesh,Banda,59,Pyare,M,Independent,N/A,1112281,1111818,0,463,,,,
8763,1996,Uttar Pradesh,Banda,59,Safar Ali,M,Independent,N/A,1112281,1111778,0,503,,,,
8764,1996,Uttar Pradesh,Banda,59,Lakhan Lal Tripathi,M,Independent,N/A,1112281,1111748,0,533,,,,
8765,1996,Uttar Pradesh,Banda,59,Bhoori Devi,F,Independent,N/A,1112281,1111740,0,541,,,,
8766,1996,Uttar Pradesh,Banda,59,Bhagwan Sahaya,M,Independent,N/A,1112281,1111680,0.1,601,,,,
8767,1996,Uttar Pradesh,Banda,59,Ram Pratap Dwivedi,M,Independent,N/A,1112281,1111678,0.1,603,,,,
8768,1996,Uttar Pradesh,Banda,59,Raja,M,Independent,N/A,1112281,1111578,0.1,703,,,,
8769,1996,Uttar Pradesh,Banda,59,Ashok Singh Chauhan,M,Independent,N/A,1112281,1111566,0.1,715,,,,
8770,1996,Uttar Pradesh,Banda,59,Maiya Deen,M,Independent,N/A,1112281,1111440,0.1,841,,,,
8771,1996,Uttar Pradesh,Banda,59,Babu Lal,M,Independent,N/A,1112281,1111423,0.1,858,,,,
8772,1996,Uttar Pradesh,Banda,59,Narayan Singh,M,Independent,N/A,1112281,1111378,0.1,903,,,,
8773,1996,Uttar Pradesh,Banda,59,Shrikrishana Azad,M,Independent,N/A,1112281,1111323,0.1,958,,,,
8774,1996,Uttar Pradesh,Banda,59,Mohd. Hussain,M,Independent,N/A,1112281,1111246,0.1,1035,,,,
8775,1996,Uttar Pradesh,Banda,59,Tribhuwan,M,Apna Dal,N/A,1112281,1111089,0.1,1192,,,,
8776,1996,Uttar Pradesh,Banda,59,Ramesh Chander,M,Independent,N/A,1112281,1111002,0.1,1279,,,,
8777,1996,Uttar Pradesh,Banda,59,Mahender Singh,M,Independent,N/A,1112281,1110932,0.1,1349,,,,
8778,1996,Uttar Pradesh,Banda,59,Ramasrey,M,Independent,N/A,1112281,1110687,0.1,1594,,,,
8779,1996,Uttar Pradesh,Banda,59,Lala,M,Independent,N/A,1112281,1110631,0.1,1650,,,,
8780,1996,Uttar Pradesh,Banda,59,Ram Kripal,M,Independent,N/A,1112281,1110452,0.2,1829,,,,
8781,1996,Uttar Pradesh,Banda,59,Pradeep Kumar,M,Independent,N/A,1112281,1110175,0.2,2106,,,,
8782,1996,Uttar Pradesh,Banda,59,Moolchandra,M,Republican Party Of India,N/A,1112281,1110111,0.2,2170,,,,
8783,1996,Uttar Pradesh,Banda,59,Deshraj,M,Independent,N/A,1112281,1107596,0.4,4685,,,,
8784,1996,Uttar Pradesh,Banda,59,Dev Kumar,M,All India Indira Congress (Tiwari),N/A,1112281,1102004,0.9,10277,,,,
8785,1996,Uttar Pradesh,Banda,59,Vineet Kumar Singh,M,Independent,N/A,1112281,1098978,1.2,13303,,,,
8786,1996,Uttar Pradesh,Banda,59,Rameshwar Prasad,M,Indian National Congress,N/A,1112281,1093058,1.7,19223,,,,
8787,1996,Uttar Pradesh,Banda,59,Ram Prasad Singh,M,Communist Party Of India,N/A,1112281,1071250,3.7,41031,,,,
8788,1996,Uttar Pradesh,Banda,59,Prakash Narayan,M,Bharatiya Janata Party,N/A,1112281,995674,10.5,116607,,,,
8789,1996,Uttar Pradesh,Banda,59,Ram Sajeevan Singh,M,Bahujan Samaj Party,N/A,1112281,986503,11.3,125778,,,,
8790,1996,Uttar Pradesh,Hamirpur,60,Gaya Prasad,M,Independent,N/A,1016288,1016176,0,112,,,,
8791,1996,Uttar Pradesh,Hamirpur,60,Lakhan Lal Singh,M,Independent,N/A,1016288,1016162,0,126,,,,
8792,1996,Uttar Pradesh,Hamirpur,60,Ram Singh,M,Independent,N/A,1016288,1016130,0,158,,,,
8793,1996,Uttar Pradesh,Hamirpur,60,Ganga Charan,M,Independent,N/A,1016288,1016123,0,165,,,,
8794,1996,Uttar Pradesh,Hamirpur,60,Kesh Chandra,M,Independent,N/A,1016288,1016061,0,227,,,,
8795,1996,Uttar Pradesh,Hamirpur,60,Om Prakash S/O Jassi Ram,M,Independent,N/A,1016288,1016050,0,238,,,,
8796,1996,Uttar Pradesh,Hamirpur,60,Santosh,M,Independent,N/A,1016288,1016045,0,243,,,,
8797,1996,Uttar Pradesh,Hamirpur,60,Sarju Lal,M,Independent,N/A,1016288,1016006,0,282,,,,
8798,1996,Uttar Pradesh,Hamirpur,60,Mohammad Shami,M,Independent,N/A,1016288,1015967,0,321,,,,
8799,1996,Uttar Pradesh,Hamirpur,60,Kamata Prasad,M,Independent,N/A,1016288,1015860,0,428,,,,
8800,1996,Uttar Pradesh,Hamirpur,60,Daan Singh,M,Independent,N/A,1016288,1015840,0,448,,,,
8801,1996,Uttar Pradesh,Hamirpur,60,Badri Vishal,M,Independent,N/A,1016288,1015837,0,451,,,,
8802,1996,Uttar Pradesh,Hamirpur,60,Mangal Singh,M,Independent,N/A,1016288,1015833,0,455,,,,
8803,1996,Uttar Pradesh,Hamirpur,60,Sudhanshu Bhushan,M,Independent,N/A,1016288,1015798,0,490,,,,
8804,1996,Uttar Pradesh,Hamirpur,60,Jag Ram,M,Independent,N/A,1016288,1015719,0.1,569,,,,
8805,1996,Uttar Pradesh,Hamirpur,60,Om Prakash S/O Ram Swaroop,M,Independent,N/A,1016288,1015711,0.1,577,,,,
8806,1996,Uttar Pradesh,Hamirpur,60,Girija Charan,M,Independent,N/A,1016288,1015706,0.1,582,,,,
8807,1996,Uttar Pradesh,Hamirpur,60,Ajhar Hasan,M,Independent,N/A,1016288,1015691,0.1,597,,,,
8808,1996,Uttar Pradesh,Hamirpur,60,Girija Saran Gupta,M,Independent,N/A,1016288,1015641,0.1,647,,,,
8809,1996,Uttar Pradesh,Hamirpur,60,Anil Kumar,M,Independent,N/A,1016288,1015621,0.1,667,,,,
8810,1996,Uttar Pradesh,Hamirpur,60,Radhacharan Yadav,M,Independent,N/A,1016288,1015586,0.1,702,,,,
8811,1996,Uttar Pradesh,Hamirpur,60,Mantee Lal,M,Independent,N/A,1016288,1015551,0.1,737,,,,
8812,1996,Uttar Pradesh,Hamirpur,60,Matadin,M,Independent,N/A,1016288,1015544,0.1,744,,,,
8813,1996,Uttar Pradesh,Hamirpur,60,Girvar,M,Independent,N/A,1016288,1015455,0.1,833,,,,
8814,1996,Uttar Pradesh,Hamirpur,60,Suresh Chandra,M,Independent,N/A,1016288,1015419,0.1,869,,,,
8815,1996,Uttar Pradesh,Hamirpur,60,Kamlesh Kumar,M,Independent,N/A,1016288,1015263,0.1,1025,,,,
8816,1996,Uttar Pradesh,Hamirpur,60,Jeevan Singh Rathore,M,Janata Party,N/A,1016288,1015258,0.1,1030,,,,
8817,1996,Uttar Pradesh,Hamirpur,60,Hanuman Singh,M,Independent,N/A,1016288,1014893,0.1,1395,,,,
8818,1996,Uttar Pradesh,Hamirpur,60,Aaditya,M,Independent,N/A,1016288,1014878,0.1,1410,,,,
8819,1996,Uttar Pradesh,Hamirpur,60,Mool Chand Sachan,M,Independent,N/A,1016288,1014859,0.1,1429,,,,
8820,1996,Uttar Pradesh,Hamirpur,60,Kesh Pal,M,Independent,N/A,1016288,1014827,0.1,1461,,,,
8821,1996,Uttar Pradesh,Hamirpur,60,Balmiki,M,Independent,N/A,1016288,1014825,0.1,1463,,,,
8822,1996,Uttar Pradesh,Hamirpur,60,Mahendra Singh,M,Independent,N/A,1016288,1014797,0.1,1491,,,,
8823,1996,Uttar Pradesh,Hamirpur,60,Binda Prasad,M,Independent,N/A,1016288,1014779,0.1,1509,,,,
8824,1996,Uttar Pradesh,Hamirpur,60,Mahendra Singh Parihar,M,All India Indira Congress (Tiwari),N/A,1016288,1014305,0.2,1983,,,,
8825,1996,Uttar Pradesh,Hamirpur,60,Maiku Lal,M,Independent,N/A,1016288,1014130,0.2,2158,,,,
8826,1996,Uttar Pradesh,Hamirpur,60,Sheikh Ahmad,M,Independent,N/A,1016288,1013429,0.3,2859,,,,
8827,1996,Uttar Pradesh,Hamirpur,60,Sunil Shastri,M,Indian National Congress,N/A,1016288,985253,3.1,31035,,,,
8828,1996,Uttar Pradesh,Hamirpur,60,Swami Prasad,M,Bahujan Samaj Party,N/A,1016288,920563,9.4,95725,,,,
8829,1996,Uttar Pradesh,Hamirpur,60,Raj Narayan,M,Samajwadi Party,N/A,1016288,911030,10.4,105258,,,,
8830,1996,Uttar Pradesh,Hamirpur,60,Ganga Charan Rajput,M,Bharatiya Janata Party,N/A,1016288,843050,17,173238,,,,
8831,1996,Uttar Pradesh,Jhansi,61,Ram Milan,M,Independent,N/A,1278326,1278105,0,221,,,,
8832,1996,Uttar Pradesh,Jhansi,61,Jugal Kishore Aggarwal,M,Independent,N/A,1278326,1278098,0,228,,,,
8833,1996,Uttar Pradesh,Jhansi,61,Kapoor Khan,M,Akhil Bhartiya Kisan Mazdoor Morcha,N/A,1278326,1277981,0,345,,,,
8834,1996,Uttar Pradesh,Jhansi,61,Veerandra,M,Independent,N/A,1278326,1277931,0,395,,,,
8835,1996,Uttar Pradesh,Jhansi,61,Surendra Pachori Alias Nanna,M,Independent,N/A,1278326,1277885,0,441,,,,
8836,1996,Uttar Pradesh,Jhansi,61,Hargovind,M,Independent,N/A,1278326,1277881,0,445,,,,
8837,1996,Uttar Pradesh,Jhansi,61,Santosh,M,Independent,N/A,1278326,1277834,0,492,,,,
8838,1996,Uttar Pradesh,Jhansi,61,Chintaman,M,Independent,N/A,1278326,1277725,0,601,,,,
8839,1996,Uttar Pradesh,Jhansi,61,Puran Singh Judeo Vaish,M,Independent,N/A,1278326,1277711,0,615,,,,
8840,1996,Uttar Pradesh,Jhansi,61,Gobinddas Alias Gobindram Rajput,M,Independent,N/A,1278326,1277684,0.1,642,,,,
8841,1996,Uttar Pradesh,Jhansi,61,Rajendra Singh Rajput,M,Independent,N/A,1278326,1277653,0.1,673,,,,
8842,1996,Uttar Pradesh,Jhansi,61,Girish Chandra,M,Independent,N/A,1278326,1277640,0.1,686,,,,
8843,1996,Uttar Pradesh,Jhansi,61,Swami Singh Chauhan,M,Independent,N/A,1278326,1277624,0.1,702,,,,
8844,1996,Uttar Pradesh,Jhansi,61,Suresh Kumar,M,Independent,N/A,1278326,1277522,0.1,804,,,,
8845,1996,Uttar Pradesh,Jhansi,61,Radhacharan Upadhyay,M,Independent,N/A,1278326,1277486,0.1,840,,,,
8846,1996,Uttar Pradesh,Jhansi,61,Umesh Aggarwal,M,Independent,N/A,1278326,1277472,0.1,854,,,,
8847,1996,Uttar Pradesh,Jhansi,61,Dhaniram Rajput,M,Bhoomijotak Samooh,N/A,1278326,1277470,0.1,856,,,,
8848,1996,Uttar Pradesh,Jhansi,61,Suresh,M,Independent,N/A,1278326,1277430,0.1,896,,,,
8849,1996,Uttar Pradesh,Jhansi,61,Jagdish,M,Independent,N/A,1278326,1277372,0.1,954,,,,
8850,1996,Uttar Pradesh,Jhansi,61,Nawal Singh,M,Independent,N/A,1278326,1277332,0.1,994,,,,
8851,1996,Uttar Pradesh,Jhansi,61,Arjun Das Goyal,M,Independent,N/A,1278326,1277282,0.1,1044,,,,
8852,1996,Uttar Pradesh,Jhansi,61,Sidh Gopal,M,Independent,N/A,1278326,1277255,0.1,1071,,,,
8853,1996,Uttar Pradesh,Jhansi,61,Gopi Lal,M,Independent,N/A,1278326,1277059,0.1,1267,,,,
8854,1996,Uttar Pradesh,Jhansi,61,Rajiva Kumar,M,Independent,N/A,1278326,1276973,0.1,1353,,,,
8855,1996,Uttar Pradesh,Jhansi,61,Puran Lal,M,Independent,N/A,1278326,1276818,0.1,1508,,,,
8856,1996,Uttar Pradesh,Jhansi,61,Sharadchandra,M,Bahujan Kranti Dal,N/A,1278326,1276801,0.1,1525,,,,
8857,1996,Uttar Pradesh,Jhansi,61,Jagdish Chandra,M,Independent,N/A,1278326,1276687,0.1,1639,,,,
8858,1996,Uttar Pradesh,Jhansi,61,Gannu,M,Independent,N/A,1278326,1276642,0.1,1684,,,,
8859,1996,Uttar Pradesh,Jhansi,61,Maniram,M,Independent,N/A,1278326,1276632,0.1,1694,,,,
8860,1996,Uttar Pradesh,Jhansi,61,Prabha Devi,F,Independent,N/A,1278326,1276598,0.1,1728,,,,
8861,1996,Uttar Pradesh,Jhansi,61,Kamata Prasad Prajapati,M,Bahujan Kranti Dal (Jai),N/A,1278326,1276461,0.1,1865,,,,
8862,1996,Uttar Pradesh,Jhansi,61,Ramchandra Dwedi,M,Bharatiya Jantantrik Parishad,N/A,1278326,1276459,0.1,1867,,,,
8863,1996,Uttar Pradesh,Jhansi,61,Pawan Jain Shivaji,M,Shivsena,N/A,1278326,1276317,0.2,2009,,,,
8864,1996,Uttar Pradesh,Jhansi,61,Ghansi Ram,M,Independent,N/A,1278326,1276113,0.2,2213,,,,
8865,1996,Uttar Pradesh,Jhansi,61,Pannalal,M,Independent,N/A,1278326,1275952,0.2,2374,,,,
8866,1996,Uttar Pradesh,Jhansi,61,Luxman Parsad Sharma,M,Independent,N/A,1278326,1275852,0.2,2474,,,,
8867,1996,Uttar Pradesh,Jhansi,61,Chamanlal Bavra,M,Independent,N/A,1278326,1275369,0.2,2957,,,,
8868,1996,Uttar Pradesh,Jhansi,61,Shankr Lal,M,Rashtriya Samajwadi Party 'Pragatisheel',N/A,1278326,1275220,0.2,3106,,,,
8869,1996,Uttar Pradesh,Jhansi,61,Viswanath Singh,M,Independent,N/A,1278326,1274640,0.3,3686,,,,
8870,1996,Uttar Pradesh,Jhansi,61,Prakash Raikwar,M,Apna Dal,N/A,1278326,1268650,0.8,9676,,,,
8871,1996,Uttar Pradesh,Jhansi,61,Narayan Dutt Tiwari,M,All India Indira Congress (Tiwari),N/A,1278326,1210262,5.3,68064,,,,
8872,1996,Uttar Pradesh,Jhansi,61,Sujan Singh Bundela,M,Indian National Congress,N/A,1278326,1163952,8.9,114374,,,,
8873,1996,Uttar Pradesh,Jhansi,61,Chhanga Prasad Sahu,M,Bahujan Samaj Party,N/A,1278326,1148045,10.2,130281,,,,
8874,1996,Uttar Pradesh,Jhansi,61,Hargovind Kushwaha,M,Samajwadi Party,N/A,1278326,1144174,10.5,134152,,,,
8875,1996,Uttar Pradesh,Jhansi,61,Rajendra Agnihotri,M,Bharatiya Janata Party,N/A,1278326,1114490,12.8,163836,,,,
8876,1996,Uttar Pradesh,Jalaun,62,Mijaji Lal,M,Independent,N/A,1134180,1133963,0,217,,,,
8877,1996,Uttar Pradesh,Jalaun,62,Shiv Narian,M,Independent,N/A,1134180,1133919,0,261,,,,
8878,1996,Uttar Pradesh,Jalaun,62,Ramhet,M,Independent,N/A,1134180,1133793,0,387,,,,
8879,1996,Uttar Pradesh,Jalaun,62,Rajesh,M,Independent,N/A,1134180,1133737,0,443,,,,
8880,1996,Uttar Pradesh,Jalaun,62,Nathu Ram,M,Shivsena,N/A,1134180,1133577,0.1,603,,,,
8881,1996,Uttar Pradesh,Jalaun,62,Babu Ram,M,Independent,N/A,1134180,1133316,0.1,864,,,,
8882,1996,Uttar Pradesh,Jalaun,62,Phool Behari,M,Akhil Bharatiya Jan Sangh,N/A,1134180,1133309,0.1,871,,,,
8883,1996,Uttar Pradesh,Jalaun,62,Garibay,M,Independent,N/A,1134180,1132983,0.1,1197,,,,
8884,1996,Uttar Pradesh,Jalaun,62,Parsu Ram,M,Republican Party Of India,N/A,1134180,1132973,0.1,1207,,,,
8885,1996,Uttar Pradesh,Jalaun,62,Ramkishan,M,Independent,N/A,1134180,1132822,0.1,1358,,,,
8886,1996,Uttar Pradesh,Jalaun,62,Daya Ram Goojar,M,Independent,N/A,1134180,1132654,0.1,1526,,,,
8887,1996,Uttar Pradesh,Jalaun,62,Raja Ram,M,Independent,N/A,1134180,1132153,0.2,2027,,,,
8888,1996,Uttar Pradesh,Jalaun,62,Surinder,M,Apna Dal,N/A,1134180,1132096,0.2,2084,,,,
8889,1996,Uttar Pradesh,Jalaun,62,Charan Singh,M,All India Indira Congress (Tiwari),N/A,1134180,1131215,0.3,2965,,,,
8890,1996,Uttar Pradesh,Jalaun,62,Suraj Prakash,M,Independent,N/A,1134180,1130540,0.3,3640,,,,
8891,1996,Uttar Pradesh,Jalaun,62,Ram Sharan,M,Indian National Congress,N/A,1134180,1121594,1.1,12586,,,,
8892,1996,Uttar Pradesh,Jalaun,62,Ramadhin,M,Samajwadi Party,N/A,1134180,1041010,8.2,93170,,,,
8893,1996,Uttar Pradesh,Jalaun,62,Chain Sukh Bharti,M,Bahujan Samaj Party,N/A,1134180,989440,12.8,144740,,,,
8894,1996,Uttar Pradesh,Jalaun,62,Bhanu Pratap Singh,M,Bharatiya Janata Party,N/A,1134180,943716,16.8,190464,,,,
8895,1996,Uttar Pradesh,Ghatampur,63,Amar Nath,M,Akhil Bhartiya Rajarya Sabha,N/A,1087112,1087019,0,93,,,,
8896,1996,Uttar Pradesh,Ghatampur,63,Ram Kumar Sankhwar,M,Independent,N/A,1087112,1086856,0,256,,,,
8897,1996,Uttar Pradesh,Ghatampur,63,Shiv Kumar,M,Independent,N/A,1087112,1086830,0,282,,,,
8898,1996,Uttar Pradesh,Ghatampur,63,Girja Shanker,M,Independent,N/A,1087112,1086730,0,382,,,,
8899,1996,Uttar Pradesh,Ghatampur,63,Lalit Kumar,M,Independent,N/A,1087112,1086688,0,424,,,,
8900,1996,Uttar Pradesh,Ghatampur,63,Munnilal,M,Independent,N/A,1087112,1086612,0,500,,,,
8901,1996,Uttar Pradesh,Ghatampur,63,Saiyadeen Pradhan,M,Adarash Lok Dal,N/A,1087112,1086597,0,515,,,,
8902,1996,Uttar Pradesh,Ghatampur,63,Meera Sankhwar,F,Independent,N/A,1087112,1086590,0,522,,,,
8903,1996,Uttar Pradesh,Ghatampur,63,Ram Khelawan Sonekar,M,Independent,N/A,1087112,1086205,0.1,907,,,,
8904,1996,Uttar Pradesh,Ghatampur,63,Shanti Devi Sankhwar,F,Independent,N/A,1087112,1086175,0.1,937,,,,
8905,1996,Uttar Pradesh,Ghatampur,63,Hanuman,M,Independent,N/A,1087112,1086153,0.1,959,,,,
8906,1996,Uttar Pradesh,Ghatampur,63,Ram Dutt Sonekar Vaiddya,M,Independent,N/A,1087112,1086100,0.1,1012,,,,
8907,1996,Uttar Pradesh,Ghatampur,63,Ramavtar,M,Independent,N/A,1087112,1086020,0.1,1092,,,,
8908,1996,Uttar Pradesh,Ghatampur,63,Ram Das,M,Independent,N/A,1087112,1085920,0.1,1192,,,,
8909,1996,Uttar Pradesh,Ghatampur,63,Shyam Sunder,M,Independent,N/A,1087112,1085874,0.1,1238,,,,
8910,1996,Uttar Pradesh,Ghatampur,63,Prabhu Saran,M,Independent,N/A,1087112,1085831,0.1,1281,,,,
8911,1996,Uttar Pradesh,Ghatampur,63,Ram Prakash,M,Independent,N/A,1087112,1084832,0.2,2280,,,,
8912,1996,Uttar Pradesh,Ghatampur,63,Indrajeet,M,All India Indira Congress (Tiwari),N/A,1087112,1080962,0.6,6150,,,,
8913,1996,Uttar Pradesh,Ghatampur,63,Desh Raj,M,Independent,N/A,1087112,1080639,0.6,6473,,,,
8914,1996,Uttar Pradesh,Ghatampur,63,Babu Lal,M,Apna Dal,N/A,1087112,1070971,1.5,16141,,,,
8915,1996,Uttar Pradesh,Ghatampur,63,Saroj Prasad,F,Indian National Congress,N/A,1087112,1062394,2.3,24718,,,,
8916,1996,Uttar Pradesh,Ghatampur,63,Keshri Lal,M,Janata Dal,N/A,1087112,994670,8.5,92442,,,,
8917,1996,Uttar Pradesh,Ghatampur,63,Dhani Ram Sankhwar,M,Bahujan Samaj Party,N/A,1087112,951048,12.5,136064,,,,
8918,1996,Uttar Pradesh,Ghatampur,63,Kamal Rani,F,Bharatiya Janata Party,N/A,1087112,939897,13.5,147215,,,,
8919,1996,Uttar Pradesh,Bilhaur,64,Shailendra Kumar,M,Akhil Bhartiya Rajarya Sabha,N/A,1237577,1237462,0,115,,,,
8920,1996,Uttar Pradesh,Bilhaur,64,Awadh Behari S\O Harish Chandra,M,Independent,N/A,1237577,1237454,0,123,,,,
8921,1996,Uttar Pradesh,Bilhaur,64,Krishna Murari,M,Independent,N/A,1237577,1237442,0,135,,,,
8922,1996,Uttar Pradesh,Bilhaur,64,Rajan Bajpai,M,Independent,N/A,1237577,1237410,0,167,,,,
8923,1996,Uttar Pradesh,Bilhaur,64,Awadh Behari S/O Baleshwar,M,Independent,N/A,1237577,1237364,0,213,,,,
8924,1996,Uttar Pradesh,Bilhaur,64,Pradeep,M,Independent,N/A,1237577,1237358,0,219,,,,
8925,1996,Uttar Pradesh,Bilhaur,64,Anil Kumar,M,Independent,N/A,1237577,1237276,0,301,,,,
8926,1996,Uttar Pradesh,Bilhaur,64,Viswanath,M,Republican Party Of India,N/A,1237577,1237274,0,303,,,,
8927,1996,Uttar Pradesh,Bilhaur,64,S.M. Tarik,M,Independent,N/A,1237577,1237248,0,329,,,,
8928,1996,Uttar Pradesh,Bilhaur,64,Ramakant,M,Independent,N/A,1237577,1237218,0,359,,,,
8929,1996,Uttar Pradesh,Bilhaur,64,Sita Ram Son Of Ram Nath,M,Independent,N/A,1237577,1237215,0,362,,,,
8930,1996,Uttar Pradesh,Bilhaur,64,Mahant Ram Autar Saini,M,Independent,N/A,1237577,1237206,0,371,,,,
8931,1996,Uttar Pradesh,Bilhaur,64,Virendra Singh,M,Independent,N/A,1237577,1237196,0,381,,,,
8932,1996,Uttar Pradesh,Bilhaur,64,Ravindra Singh S\O Sumer Singh,M,Independent,N/A,1237577,1237117,0,460,,,,
8933,1996,Uttar Pradesh,Bilhaur,64,Shekhar,M,Independent,N/A,1237577,1237100,0,477,,,,
8934,1996,Uttar Pradesh,Bilhaur,64,Ramendra Tiwari,M,Independent,N/A,1237577,1237090,0,487,,,,
8935,1996,Uttar Pradesh,Bilhaur,64,Sita Ram S/O Ram Nath Pal,M,Independent,N/A,1237577,1237089,0,488,,,,
8936,1996,Uttar Pradesh,Bilhaur,64,Vinod Bhardwaj,M,Janata Party,N/A,1237577,1237069,0,508,,,,
